name,pdf_size,metadata_size,pages,xref_length,title_characters,isEncrypted,embedded_files,images,contains_text,header,obj,endobj,stream,endstream,xref,trailer,startxref,pageno,encrypt,ObjStm,JS,Javascript,AA,OpenAction,Acroform,JBIG2Decode,RichMedia,launch,EmbeddedFile,XFA,URI,Colors,class
70fr3069,56.0,335.0,2.0,39.0,8.0,0.0,0.0,-1.0,Yes,%PDF-1.7,34.0,34.0,31.0,31.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
rp-98-23,14.0,229.0,8.0,39.0,0.0,0.0,0.0,-1.0,Yes,%PDF-1.3,38.0,38.0,11.0,11.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
68fr6678,74.0,396.0,2.0,168.0,83.0,1.0,0.0,-1.0,Yes,%PDF-1.1,38.0,38.0,10.0,10.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
rr-03-7,92.0,302.0,11.0,197.0,6.0,0.0,0.0,-1.0,Yes,%PDF-1.4,167.0,167.0,23.0,23.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,Benign
icdiscauditguide,11.0,316.0,1.0,26.0,26.0,0.0,0.0,-1.0,Yes,%PDF-1.3,196.0,196.0,17.0,17.0,2.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
f8886t,245.0,424.0,1.0,167.0,33.0,0.0,0.0,-1.0,Yes,%PDF-1.4,25.0,25.0,10.0,10.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
f8804_accessible,91.0,375.0,2.0,763.0,14.0,0.0,0.0,-1.0,Yes,%PDF-1.6,160.0,160.0,87.0,87.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
apta,238.0,520.0,1.0,36.0,37.0,0.0,0.0,-1.0,No,%PDF-1.7,63.0,63.0,57.0,57.0,0.0,0.0,3.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Benign
cirshainc,63.0,262.0,1.0,21.0,0.0,0.0,0.0,-1.0,No,%PDF-1.6,20.0,20.0,17.0,17.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
n-02-35,52.0,361.0,4.0,86.0,55.0,0.0,0.0,-1.0,Yes,%PDF-1.2,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
f8697_accessible,96.0,412.0,2.0,800.0,30.0,0.0,0.0,-1.0,Yes,%PDF-1.3,85.0,85.0,10.0,10.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
circ50,284.0,333.0,6.0,427.0,0.0,0.0,0.0,-1.0,Yes,%PDF-1.7,69.0,69.0,63.0,63.0,0.0,0.0,3.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Benign
a-cis-pia,42.0,498.0,5.0,394.0,68.0,0.0,0.0,-1.0,Yes,%PDF-1.5,83.0,83.0,75.0,75.0,0.0,0.0,2.0,6.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
rr-03-08,41.0,302.0,2.0,73.0,6.0,0.0,0.0,-1.0,Yes,%PDF-1.6,43.0,43.0,16.0,16.0,2.0,2.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Benign
f6478_accessible,89.0,358.0,4.0,625.0,14.0,0.0,0.0,-1.0,Yes,%PDF-1.3,72.0,72.0,6.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
colubar,24.0,298.0,1.0,12.0,0.0,0.0,0.0,-1.0,No,%PDF-1.7,62.0,62.0,54.0,54.0,0.0,0.0,3.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Benign
i8858,160.0,404.0,5.0,196.0,37.0,0.0,0.0,-1.0,Yes,%PDF-1.3,11.0,11.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
rr-04-92,41.0,308.0,8.0,354.0,6.0,0.0,0.0,-1.0,Yes,%PDF-1.4,195.0,195.0,25.0,25.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,Benign
f943xpr_accessible,126.0,449.0,4.0,1025.0,33.0,0.0,0.0,-1.0,Yes,%PDF-1.4,40.0,40.0,18.0,18.0,2.0,2.0,2.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
rp-03-66,52.0,304.0,2.0,82.0,8.0,0.0,0.0,-1.0,Yes,%PDF-1.7,106.0,106.0,98.0,98.0,0.0,0.0,3.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Benign
bluwallc,78.0,262.0,1.0,21.0,0.0,0.0,0.0,-1.0,No,%PDF-1.3,81.0,81.0,7.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
073,173.0,477.0,2.0,18.0,62.0,0.0,0.0,-1.0,No,%PDF-1.2,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
i990sr,166.0,379.0,6.0,187.0,31.0,0.0,0.0,-1.0,Yes,%PDF-1.4,17.0,17.0,6.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
aikcom,79.0,262.0,1.0,21.0,0.0,0.0,0.0,-1.0,No,%PDF-1.4,186.0,186.0,30.0,30.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Benign
sarsep_fixit_guide,330.0,439.0,34.0,3295.0,19.0,1.0,0.0,-1.0,Yes,%PDF-1.2,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
rp-02-22,141.0,295.0,16.0,303.0,8.0,0.0,0.0,-1.0,Yes,%PDF-1.6,820.0,820.0,74.0,74.0,2.0,2.0,2.0,34.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,Benign
p3380,133.0,254.0,2.0,55.0,0.0,0.0,0.0,-1.0,Yes,%PDF-1.3,302.0,302.0,30.0,30.0,2.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
purepdf_generictag,1.0,347.0,1.0,7.0,10.0,0.0,0.0,-1.0,No,%PDF-1.2,54.0,54.0,18.0,18.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
70fr12631,59.0,386.0,2.0,44.0,76.0,0.0,0.0,-1.0,Yes,%PDF-1.4,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
eo_code_provisions,54.0,382.0,6.0,646.0,87.0,0.0,0.0,-1.0,Yes,%PDF-1.6,43.0,43.0,18.0,18.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
f8329,286.0,396.0,2.0,119.0,29.0,0.0,0.0,-1.0,Yes,%PDF-1.4,49.0,49.0,24.0,24.0,4.0,4.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
f14157a,66.0,366.0,2.0,342.0,26.0,0.0,0.0,-1.0,Yes,%PDF-1.6,118.0,118.0,25.0,25.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
rp-04-15,101.0,320.0,18.0,78.0,29.0,0.0,0.0,-1.0,Yes,%PDF-1.7,104.0,104.0,98.0,98.0,0.0,0.0,3.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Benign
architects_atg,387.0,325.0,43.0,1379.0,57.0,0.0,0.0,-1.0,Yes,%PDF-1.3,77.0,77.0,24.0,24.0,2.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
n-11-45,22.0,344.0,3.0,23.0,56.0,0.0,0.0,-1.0,Yes,%PDF-1.5,203.0,203.0,56.0,56.0,4.0,4.0,3.0,43.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,Benign
afforums,58.0,415.0,1.0,304.0,12.0,0.0,0.0,-1.0,Yes,%PDF-1.4,22.0,22.0,6.0,6.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Benign
rp-02-37,181.0,311.0,34.0,601.0,8.0,0.0,0.0,-1.0,Yes,%PDF-1.7,30.0,30.0,27.0,27.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
cirnomag,87.0,262.0,1.0,21.0,0.0,0.0,0.0,-1.0,No,%PDF-1.3,600.0,600.0,40.0,40.0,2.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
a-01-38,35.0,302.0,9.0,65.0,23.0,0.0,0.0,-1.0,Yes,%PDF-1.2,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
afinos,69.0,262.0,1.0,21.0,0.0,0.0,0.0,-1.0,No,%PDF-1.2,64.0,64.0,17.0,17.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
statsamplingidd,100.0,308.0,13.0,789.0,1.0,0.0,0.0,-1.0,Yes,%PDF-1.2,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
cola_table,96.0,322.0,6.0,1593.0,10.0,0.0,0.0,-1.0,Yes,%PDF-1.6,150.0,150.0,29.0,29.0,2.0,2.0,2.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
70fr3739,78.0,341.0,5.0,53.0,31.0,0.0,0.0,-1.0,Yes,%PDF-1.4,57.0,57.0,35.0,35.0,4.0,4.0,3.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
f8308,75.0,389.0,2.0,2677.0,29.0,0.0,0.0,-1.0,Yes,%PDF-1.6,52.0,52.0,21.0,21.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
atmel_corp,106.0,406.0,1.0,110.0,10.0,0.0,0.0,-1.0,Yes,%PDF-1.4,92.0,92.0,29.0,29.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
aberratn,79.0,262.0,1.0,21.0,0.0,0.0,0.0,-1.0,No,%PDF-1.7,109.0,109.0,16.0,16.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Benign
f8734,112.0,361.0,2.0,348.0,29.0,0.0,0.0,-1.0,Yes,%PDF-1.2,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
rr-04-29,62.0,315.0,4.0,132.0,18.0,0.0,0.0,-1.0,Yes,%PDF-1.3,351.0,351.0,143.0,143.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,115.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
authors_guild,102.0,454.0,1.0,124.0,22.0,0.0,0.0,-1.0,Yes,%PDF-1.3,131.0,131.0,9.0,9.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Benign
i5330,111.0,388.0,13.0,119.0,34.0,0.0,0.0,-1.0,Yes,%PDF-1.7,27.0,27.0,24.0,24.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
avwtelav,71.0,262.0,1.0,21.0,0.0,0.0,0.0,-1.0,No,%PDF-1.6,118.0,118.0,46.0,46.0,2.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Benign
baldwcou,84.0,283.0,1.0,25.0,0.0,0.0,0.0,-1.0,No,%PDF-1.2,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
american-foundation-blind,233.0,285.0,15.0,71.0,0.0,0.0,0.0,-1.0,Yes,%PDF-1.7,24.0,24.0,12.0,12.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
2000-7-Weil-extension,149.0,297.0,3.0,40.0,0.0,0.0,0.0,-1.0,Yes,%PDF-1.4,70.0,70.0,28.0,28.0,2.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
auriclec,121.0,283.0,1.0,53.0,0.0,0.0,0.0,-1.0,No,%PDF-1.3,39.0,39.0,6.0,6.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
an97-111,25.0,229.0,6.0,38.0,0.0,0.0,0.0,-1.0,Yes,%PDF-1.7,52.0,52.0,40.0,40.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
rp-02-21,203.0,307.0,18.0,301.0,13.0,0.0,0.0,-1.0,Yes,%PDF-1.1,37.0,37.0,8.0,8.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
notice_2009-75,25.0,323.0,8.0,46.0,35.0,0.0,0.0,-1.0,Yes,%PDF-1.3,300.0,300.0,27.0,27.0,2.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
n-10-74,11.0,290.0,1.0,19.0,2.0,0.0,0.0,-1.0,Yes,%PDF-1.4,45.0,45.0,11.0,11.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
amervirt,67.0,262.0,1.0,21.0,0.0,0.0,0.0,-1.0,No,%PDF-1.4,18.0,18.0,4.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Benign
cp259f_english,57.0,226.0,4.0,267.0,0.0,0.0,0.0,-1.0,Yes,%PDF-1.2,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
purepdf_formwithtooltip,4.0,352.0,1.0,27.0,15.0,0.0,0.0,-1.0,No,%PDF-1.7,67.0,67.0,34.0,34.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
f1120-f_schedule_h--2011-00-00--acc,103.0,416.0,2.0,842.0,29.0,0.0,0.0,-1.0,Yes,%PDF-1.4,20.0,20.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
ntatestimony_housesmallbusiness_041311,186.0,326.0,26.0,1211.0,33.0,0.0,0.0,-1.0,Yes,%PDF-1.7,110.0,110.0,104.0,104.0,0.0,0.0,3.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Benign
adstruinc,73.0,283.0,1.0,22.0,0.0,0.0,0.0,-1.0,No,%PDF-1.4,418.0,418.0,40.0,40.0,2.0,2.0,2.0,26.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,Benign
copysales,106.0,283.0,1.0,31.0,0.0,0.0,0.0,-1.0,No,%PDF-1.7,21.0,21.0,9.0,9.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
form_866,249.0,376.0,6.0,231.0,25.0,1.0,0.0,-1.0,Yes,%PDF-1.7,30.0,30.0,18.0,18.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
advsrctr,74.0,262.0,1.0,21.0,0.0,0.0,0.0,-1.0,No,%PDF-1.6,213.0,213.0,8.0,8.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
ccbilleu,79.0,262.0,1.0,21.0,0.0,0.0,0.0,-1.0,No,%PDF-1.2,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
cactus,31.0,260.0,1.0,12.0,0.0,0.0,0.0,-1.0,No,%PDF-1.2,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
rr-03-51,58.0,320.0,5.0,34.0,29.0,0.0,0.0,-1.0,Yes,%PDF-1.2,11.0,11.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
n-12-12,16.0,344.0,3.0,61.0,56.0,0.0,0.0,-1.0,Yes,%PDF-1.3,33.0,33.0,10.0,10.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
atlantic_record,204.0,453.0,1.0,139.0,15.0,0.0,0.0,-1.0,Yes,%PDF-1.4,25.0,25.0,8.0,8.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
fw2_11,185.0,334.0,11.0,1762.0,13.0,0.0,0.0,-1.0,Yes,%PDF-1.7,138.0,138.0,25.0,25.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Benign
f4506,80.0,360.0,2.0,373.0,29.0,0.0,0.0,-1.0,Yes,%PDF-1.7,143.0,143.0,122.0,122.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,Benign
p3067ekr,135.0,398.0,3.0,273.0,33.0,0.0,0.0,-1.0,Yes,%PDF-1.7,59.0,59.0,53.0,53.0,0.0,0.0,3.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Benign
cfenterp,83.0,283.0,2.0,36.0,0.0,0.0,0.0,-1.0,No,%PDF-1.6,59.0,59.0,40.0,40.0,0.0,0.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
cass_cable,166.0,429.0,1.0,168.0,19.0,0.0,0.0,-1.0,Yes,%PDF-1.7,35.0,35.0,21.0,21.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
structured_settlement_factoring,292.0,328.0,33.0,1482.0,1.0,0.0,0.0,-1.0,Yes,%PDF-1.7,32.0,32.0,29.0,29.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
i2441,143.0,342.0,5.0,166.0,21.0,0.0,0.0,-1.0,Yes,%PDF-1.4,1481.0,1481.0,50.0,50.0,2.0,2.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
beatrobo,141.0,424.0,1.0,134.0,8.0,0.0,0.0,-1.0,Yes,%PDF-1.4,165.0,165.0,30.0,30.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Benign
n-12-30,14.0,301.0,4.0,70.0,13.0,0.0,0.0,-1.0,Yes,%PDF-1.7,30.0,30.0,27.0,27.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
cfc94,33.0,282.0,5.0,34.0,27.0,0.0,0.0,-1.0,Yes,%PDF-1.4,23.0,23.0,8.0,8.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
construc,92.0,265.0,2.0,24.0,0.0,0.0,0.0,-1.0,No,%PDF-1.2,33.0,33.0,5.0,5.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
n-07-86,30.0,318.0,14.0,58.0,28.0,0.0,0.0,-1.0,Yes,%PDF-1.2,9.0,9.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
f12339b,68.0,389.0,2.0,310.0,27.0,0.0,0.0,-1.0,Yes,%PDF-1.4,57.0,57.0,16.0,16.0,2.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
rr-05-7,21.0,322.0,6.0,89.0,6.0,0.0,0.0,-1.0,Yes,%PDF-1.7,56.0,56.0,48.0,48.0,0.0,0.0,3.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Benign
care2com,82.0,283.0,1.0,26.0,0.0,0.0,0.0,-1.0,No,%PDF-1.4,31.0,31.0,10.0,10.0,2.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
042901f,58.0,320.0,16.0,70.0,37.0,0.0,0.0,-1.0,Yes,%PDF-1.7,25.0,25.0,13.0,13.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
ir-2011-14_farsi,115.0,343.0,2.0,62.0,49.0,0.0,0.0,-1.0,Yes,%PDF-1.2,69.0,69.0,18.0,18.0,2.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
DV_2013_instructions_Romanian,399.0,285.0,16.0,1327.0,0.0,0.0,0.0,-1.0,Yes,%PDF-1.5,37.0,37.0,33.0,33.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
f1040prh,101.0,381.0,2.0,707.0,33.0,0.0,0.0,-1.0,Yes,%PDF-1.6,81.0,81.0,63.0,63.0,0.0,0.0,2.0,16.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
n-02-33,52.0,295.0,3.0,81.0,8.0,0.0,0.0,-1.0,Yes,%PDF-1.7,93.0,93.0,87.0,87.0,0.0,0.0,3.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Benign
n-03-13,60.0,319.0,7.0,40.0,28.0,0.0,0.0,-1.0,Yes,%PDF-1.3,80.0,80.0,9.0,9.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
adopticn,83.0,265.0,1.0,21.0,0.0,0.0,0.0,-1.0,No,%PDF-1.3,39.0,39.0,12.0,12.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
calsusac,78.0,262.0,1.0,21.0,0.0,0.0,0.0,-1.0,No,%PDF-1.2,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
